invoice_type,property_id,creditor_id,tenancy_id,entered_date,due_date,creditor_reference,is_priority,line_1_account_code,line_1_description,line_1_amount_due,line_1_gst_due,line_1_amount_paid
Tenancy,rps_lng-HDO160007,rps_lng-HDO19001873,rps_lng-HDO190953,2019-12-23,2020-01-20,Airconditioning,,,,150.0,0,0
Tenancy,rps_lng-HDO160007,rps_lng-HDO19001421,rps_lng-HDO190953,2019-11-24,2019-12-02,Bathroom Switch Not Working,,,,170.5,0,0
Creditor,rps_lng-HDO160007,rps_lng-HDO19001188,rps_lng-HDO221848,2023-04-05,2023-05-01,Gas and Electrical Check,,,,528.0,0,0
Tenancy,rps_lng-HDO160007,rps_lng-HDO19002117,rps_lng-RPT190513,2019-11-14,2019-11-14,Fly screen doors,,,,720.0,0,0
Tenancy,rps_lng-HDO160020,,rps_lng-RPT190228,2021-04-28,2022-08-03,Glass on oven door has shattered,,,,0.0,0,0
Tenancy,rps_lng-HDO160020,,rps_lng-RPT190228,2020-06-11,2020-07-01,Security door,,,,0.0,0,0
Tenancy,rps_lng-HDO160020,rps_lng-HDO19001340,rps_lng-RPT190228,2020-06-07,2020-06-11,no hot water,,,,0.0,0,0
Creditor,rps_lng-HDO160024,rps_lng-HDO19001188,rps_lng-HDO211301,2023-04-05,2023-07-07,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO160024,rps_lng-VAD21000019,rps_lng-HDO211301,2021-12-05,2022-01-04,Break In - Damaged Doors,,,,1516.5,0,0
Creditor,rps_lng-HDO160024,rps_lng-HDO19002747,rps_lng-HDO211301,2021-11-03,2021-11-03,Gardening service,,,,220.0,0,0
Creditor,rps_lng-HDO160035,rps_lng-HDO19001147,rps_lng-HDO210661,2023-05-26,2023-06-14,Hot Water Leak Repairs,,,,279.4,0,0
Creditor,rps_lng-HDO160035,rps_lng-VAD21000019,rps_lng-HDO210661,2022-04-05,2022-10-14,Gas & Electrical Checks,,,,0.0,0,0
Creditor,rps_lng-HDO160035,rps_lng-VAD21000019,rps_lng-HDO210661,2021-08-02,2021-09-17,Lights,,,,2168.0,0,0
Tenancy,rps_lng-HDO160035,rps_lng-HDO09001040,rps_lng-RPT190993,2019-10-31,2019-10-31,Garage Motor Replacement,,,,0.0,0,0
Tenancy,rps_lng-HDO160035,rps_lng-HDO09001040,rps_lng-RPT190993,2019-07-03,2019-09-23,Garage Roller Door,,,,319.0,0,0
Creditor,rps_lng-HDO160048,rps_lng-HDO19001188,rps_lng-RPT191372,2023-04-05,2023-06-01,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO160048,rps_lng-HDO21001573,rps_lng-RPT191372,2021-07-22,2021-07-27,No hot water,,,,278.96,0,0
Creditor,rps_lng-HDO160048,rps_lng-HDO19001847,rps_lng-RPT191372,2021-07-02,2021-08-31,Heater not working - needs service,,,,225.0,0,0
Creditor,rps_lng-HDO160048,rps_lng-CVA21002500,rps_lng-RPT191372,2021-06-04,2021-09-03,Shower leaking into hall - quote,,,,863.5,0,0
Tenancy,rps_lng-HDO160061,rps_lng-JAM20000086,rps_lng-HDO190784,2020-06-24,2020-07-09,toilet seat repair,,,,104.5,0,0
Tenancy,rps_lng-HDO160061,rps_lng-HDO18002075,rps_lng-HDO200294,2020-07-09,2020-07-20,LED lights,,,,0.0,0,0
Tenancy,rps_lng-HDO160061,,rps_lng-HDO200294,2020-07-09,2021-01-04,Fob Order - Binks & Assc.,,,,0.0,0,0
Creditor,rps_lng-HDO160061,rps_lng-VAD21000019,rps_lng-HDO210764,2022-01-10,2022-01-18,Electrical Issues,,,,218.0,0,0
Creditor,rps_lng-HDO160061,rps_lng-VAD21000019,rps_lng-HDO210764,2021-07-01,2021-08-03,Electrical and Gas Safety,,,,437.8,0,0
Tenancy,rps_lng-HDO160061,rps_lng-HDO19001421,rps_lng-RPT190374,2019-09-16,2019-09-16,Hot water unit,,,,225.5,0,0
Tenancy,rps_lng-HDO160061,rps_lng-HDO19001086,rps_lng-RPT190374,2019-08-13,2019-08-13,Repair hot water service.,,,,0.0,0,0
Tenancy,rps_lng-HDO160061,rps_lng-DRE19000036,rps_lng-RPT190374,2019-08-12,2019-12-20,Quote - Repair/repalcement,,,,0.0,0,0
Tenancy,rps_lng-HDO160061,rps_lng-HDO19001086,rps_lng-RPT190374,2019-04-01,2019-04-01,Hot Water - Not working,,,,0.0,0,0
Creditor,rps_lng-HDO170001,rps_lng-VAD21000019,rps_lng-HDO190783,2022-06-22,2022-07-12,Toilet Door Handle,,,,327.75,0,0
Creditor,rps_lng-HDO170001,rps_lng-VAD21000019,rps_lng-HDO190783,2022-05-03,2022-10-14,Electrical and Gas Safety,,,,602.8,0,0
Tenancy,rps_lng-HDO170001,rps_lng-HDO19004377,rps_lng-HDO190783,2020-06-02,2020-06-14,Bathroom sink tap is not turning off,,,,155.65,0,0
Tenancy,rps_lng-HDO170001,rps_lng-HDO19004359,rps_lng-HDO190783,2019-10-18,2019-11-06,"Lawns, broken window & leaking fascia",,,,0.0,0,0
Creditor,rps_lng-HDO170001,rps_lng-CVA21002238,rps_lng-HDO220882,2023-05-11,2023-06-01,Toilet Leak / Gas Compliance,,,,236.5,0,0
Creditor,rps_lng-HDO170001,rps_lng-HDO19001188,rps_lng-HDO220882,2023-03-02,2023-04-27,Gas safety certificate,,,,396.0,0,0
Tenancy,rps_lng-HDO170001,rps_lng-HDO19001873,rps_lng-RPT190835,2019-06-19,2019-07-15,Ducted Heating System - Reset and Weakening,,,,0.0,0,0
Tenancy,rps_lng-HDO170001,rps_lng-HDO16001000,rps_lng-RPT190835,2019-06-05,2019-06-05,Laundry Sink Leak,,,,0.0,0,0
Tenancy,rps_lng-HDO170001,rps_lng-HDO19001177,rps_lng-RPT190835,2019-05-29,2019-06-28,Rear door not locking,,,,0.0,0,0
Creditor,rps_lng-HDO170004,rps_lng-HDO19001147,rps_lng-HDO230249,2023-05-29,2023-06-14,Dishwasher Repairs,,,,246.4,0,0
Creditor,rps_lng-HDO170004,rps_lng-HDO19005948,rps_lng-RPT190515,2022-02-01,2022-06-03,Professional Photos,,,,143.0,0,0
Creditor,rps_lng-HDO170004,rps_lng-HDO08001895,rps_lng-RPT190515,2021-07-07,2021-07-16,Re-attach oven,,,,192.5,0,0
Tenancy,rps_lng-HDO170004,rps_lng-HDO19001340,rps_lng-RPT190515,2020-09-02,2020-11-25,BUILDER - HERMITAGE HOMES - roof leak,,,,0.0,0,0
Creditor,rps_lng-HDO170008,rps_lng-VAD21000019,rps_lng-HDO190799,2022-05-02,2022-06-03,Kitchen light,,,,224.8,0,0
Tenancy,rps_lng-HDO170008,,rps_lng-HDO190799,2021-07-03,2021-08-11,"Garage, back laundry & bedroom doors",,,,363.0,0,0
Creditor,rps_lng-HDO170008,rps_lng-HDO19001102,rps_lng-HDO190799,2021-05-21,2021-10-29,Electrical and Gas Safety,,,,462.0,0,0
Tenancy,rps_lng-HDO170008,rps_lng-JAM20000137,rps_lng-HDO190799,2021-02-10,2021-02-25,Oven/Grill Element not working,,,,253.0,0,0
Tenancy,rps_lng-HDO170008,rps_lng-HDO19001421,rps_lng-RPT190175,2019-04-08,,Downlight in dining room,,,,158.4,0,0
Creditor,rps_lng-HDO170011,rps_lng-HDO19001245,rps_lng-HDO210356,2022-06-09,2022-07-22,Appliance Repairs,,,,135.0,0,0
Creditor,rps_lng-HDO170011,rps_lng-HDO22001674,rps_lng-HDO210356,2022-06-09,2022-06-23,Garage Door,,,,207.9,0,0
Creditor,rps_lng-HDO170011,rps_lng-SAN22000025,rps_lng-HDO210356,2022-01-18,2022-01-18,Install Evaporative Cooling,,,,205.0,0,0
Creditor,rps_lng-HDO170011,rps_lng-HDO19002152,rps_lng-HDO210356,2021-12-01,2021-12-21,Air-conditioner not working,,,,365.0,0,0
Creditor,rps_lng-HDO170011,rps_lng-HDO19001147,rps_lng-HDO210356,2021-10-06,2021-10-11,Toilet blockage,,,,184.8,0,0
Creditor,rps_lng-HDO170011,rps_lng-HDO19002941,rps_lng-HDO210356,2021-04-20,2021-04-28,Mowing of Lawns,,,,176.0,0,0
Creditor,rps_lng-HDO170011,rps_lng-HDO19003293,rps_lng-HDO210356,2021-04-12,2021-04-13,No hot water,,,,121.0,0,0
Tenancy,rps_lng-HDO170020,rps_lng-HDO19001169,rps_lng-RPT191113,2019-05-31,2019-06-14,Front door doesn't lock,,,,0.0,0,0
Creditor,rps_lng-HDO170028,rps_lng-HDO19001188,rps_lng-HDO220516,2023-02-08,2023-02-28,Combined electrical and gas safety certificates,,,,528.0,0,0
Creditor,rps_lng-HDO170028,rps_lng-HDO21001573,rps_lng-HDO220516,2022-06-23,2022-07-06,Gas Leak Detection & Pipe Reaplacement,,,,2971.1,0,0
Tenancy,rps_lng-HDO170231,rps_lng-HDO20000488,rps_lng-HDO190008,2020-04-17,2020-04-23,Cleaning,,,,0.0,0,0
Tenancy,rps_lng-HDO170231,rps_lng-DRE19000036,rps_lng-HDO200181,2020-05-07,2020-07-28,wardrobe shelf and tap handles,,,,0.0,0,0
Creditor,rps_lng-HDO170231,rps_lng-HDO19001188,rps_lng-HDO210319,2023-04-05,2023-07-04,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO170235,rps_lng-HDO21001704,rps_lng-HDO200022,2022-08-10,2022-12-13,Apartment Door difficult to open and close,,,,0.0,0,0
Tenancy,rps_lng-HDO170235,rps_lng-HDO18002075,rps_lng-HDO200022,2020-04-15,2020-06-08,LED lights,,,,0.0,0,0
Creditor,rps_lng-HDO180001,rps_lng-HDO19001188,rps_lng-HDO200233,2023-04-05,2023-05-31,Gas and Electrical Check,,,,528.0,0,0
Tenancy,rps_lng-HDO180001,rps_lng-JAM20000086,rps_lng-HDO200233,2020-06-02,2021-01-04,general,,,,0.0,0,0
Creditor,rps_lng-HDO180002,rps_lng-DRE19000076,rps_lng-RPT190192,2022-07-21,2022-07-22,Heater Service,,,,275.0,0,0
Tenancy,rps_lng-HDO180002,,rps_lng-RPT190192,2021-03-29,2021-03-29,Gas leak,,,,0.0,0,0
Tenancy,rps_lng-HDO180002,,rps_lng-RPT190192,2020-08-26,2020-09-07,Lights or Electricity,,,,0.0,0,0
Tenancy,rps_lng-HDO180002,,rps_lng-RPT190192,2020-08-25,2020-09-07,Mould bedroom,,,,0.0,0,0
Tenancy,rps_lng-HDO180002,,rps_lng-RPT190192,2020-08-25,2020-09-07,Mould bathroom,,,,0.0,0,0
Tenancy,rps_lng-HDO180002,,rps_lng-RPT190192,2020-08-25,2020-09-02,Stove constantly sparking,,,,0.0,0,0
Tenancy,rps_lng-HDO180002,,rps_lng-RPT190192,2019-07-17,2020-09-07,Roller Shutter,,,,0.0,0,0
Tenancy,rps_lng-HDO180002,rps_lng-HDO19001177,rps_lng-RPT190192,2019-07-09,2019-07-09,Vacate Clean & Gardening,,,,0.0,0,0
Tenancy,rps_lng-HDO180003,rps_lng-DRE19000036,rps_lng-HDO190584,2019-09-11,2019-10-29,Rangehood filter,,,,0.0,0,0
Tenancy,rps_lng-HDO180003,,rps_lng-HDO190584,2019-08-29,2019-09-02,Washing dryer not heating,,,,154.0,0,0
Tenancy,rps_lng-HDO180003,rps_lng-HDO19001835,rps_lng-HDO190584,2019-08-29,2019-09-26,Dryer,,,,0.0,0,0
Tenancy,rps_lng-HDO180003,rps_lng-DRE19000036,rps_lng-HDO190584,2019-08-21,2019-09-11,Maintenance,,,,260.71,0,0
Tenancy,rps_lng-HDO180003,rps_lng-HDO19001102,rps_lng-HDO190584,2019-08-15,2019-09-26,Smoke alarm checks,,,,0.0,0,0
Tenancy,rps_lng-HDO180003,,rps_lng-HDO190584,2019-08-14,2019-09-11,Rangehood not Working; Oven light is broken,,,,0.0,0,0
Creditor,rps_lng-HDO180003,rps_lng-HDO18002118,rps_lng-HDO200840,2021-11-30,2021-12-15,Exit - Final Inspection Clean,,,,440.0,0,0
Tenancy,rps_lng-HDO180003,rps_lng-DRE19000036,rps_lng-HDO200840,2020-11-25,2020-12-11,Shower screen,,,,93.5,0,0
Creditor,rps_lng-HDO180003,rps_lng-HDO19002574,rps_lng-HDO220146,2023-01-15,2023-01-15,Supply Carpets,,,,570.0,0,0
Creditor,rps_lng-HDO180003,rps_lng-HDO18002118,rps_lng-HDO220146,2023-01-05,2023-01-21,Urgent Clean,,,,330.0,0,0
Creditor,rps_lng-HDO180003,rps_lng-HDO19001188,rps_lng-HDO220146,2022-12-02,2023-03-23,Gas Safety,,,,330.0,0,0
Creditor,rps_lng-HDO180003,rps_lng-WES20000008,rps_lng-HDO220146,2022-04-27,2022-05-27,Wet Carpets,,,,0.0,0,0
Creditor,rps_lng-HDO180003,rps_lng-HDO19004377,rps_lng-HDO220146,2022-04-21,2022-05-27,Roof Leak,,,,0.0,0,0
Creditor,rps_lng-HDO180003,rps_lng-VAD21000019,rps_lng-HDO220146,2022-04-05,2022-10-14,Gas & Electrical checks,,,,0.0,0,0
Creditor,rps_lng-HDO180003,rps_lng-CHA19000037,rps_lng-HDO230024,2023-01-13,2023-02-14,Key Change,,,,220.0,0,0
Tenancy,rps_lng-HDO180003,rps_lng-WES19000012,rps_lng-RPT190271,2019-08-12,2019-09-26,Pest Control,,,,0.0,0,0
Creditor,rps_lng-HDO180012,rps_lng-HDO19003293,rps_lng-HDO220419,2023-06-09,2023-06-26,Ensuite Shower Tap Repairs,,,,198.0,0,0
Creditor,rps_lng-HDO180012,rps_lng-HDO22001674,rps_lng-HDO220419,2022-12-07,2022-12-29,Garage Door,,,,715.0,0,0
Creditor,rps_lng-HDO180012,rps_lng-VAD21000019,rps_lng-HDO220419,2022-04-26,2022-06-15,Gas and Electric Checks,,,,0.0,0,0
Tenancy,rps_lng-HDO180012,rps_lng-HDO19005948,rps_lng-RPT190498,2022-02-04,2022-02-22,Professional Photos,,,,0.0,0,0
Creditor,rps_lng-HDO180012,rps_lng-DRE19000036,rps_lng-RPT190498,2021-03-17,2021-06-25,2nd shower leak,,,,8173.0,0,0
Tenancy,rps_lng-HDO180012,rps_lng-HDO19003293,rps_lng-RPT190498,2020-10-13,2020-10-29,Water leaking from shower to bedroom,,,,121.0,0,0
Tenancy,rps_lng-HDO180012,rps_lng-HDO19003293,rps_lng-RPT190498,2020-05-18,2020-06-11,Toilet leaking,,,,0.0,0,0
Tenancy,rps_lng-HDO180012,rps_lng-HDO16001000,rps_lng-RPT190498,2019-06-05,2019-06-05,Hot Warm Service warm water,,,,0.0,0,0
Creditor,rps_lng-HDO180028,rps_lng-HDO19001188,rps_lng-RPT190888,2023-04-04,2023-07-07,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO180030,rps_lng-HDO23000139,rps_lng-HDO200970,2023-01-05,2023-01-14,Entry Lawn Mow,,,,108.9,0,0
Creditor,rps_lng-HDO180030,rps_lng-HDO19001188,rps_lng-HDO200970,2022-12-02,2023-02-08,Electrical and Gas Safety,,,,528.0,0,0
Creditor,rps_lng-HDO180030,rps_lng-VAD21000019,rps_lng-HDO200970,2021-08-15,2022-01-18,Front yard - letterbox repair,,,,561.0,0,0
Creditor,rps_lng-HDO180030,rps_lng-HDO19003549,rps_lng-HDO200970,2021-03-25,2021-06-23,Other - Burning smell when use dishwasher,,,,647.5,0,0
Tenancy,rps_lng-HDO180030,rps_lng-HDO19003293,rps_lng-HDO200970,2020-12-21,2021-01-13,Have no hot water,,,,132.0,0,0
Tenancy,rps_lng-HDO180030,rps_lng-DRE19000036,rps_lng-HDO200970,2020-12-11,2021-03-30,Sliding door is hard to open/laundry tap loose,,,,304.15,0,0
Creditor,rps_lng-HDO180030,rps_lng-DRE19000036,rps_lng-HDO230018,2023-03-17,2023-03-30,Laundry Door,,,,123.75,0,0
Tenancy,rps_lng-HDO180030,rps_lng-HDO19002117,rps_lng-RPT190516,2019-03-28,2019-06-24,New Security Doors,,,,0.0,0,0
Creditor,rps_lng-HDO180055,rps_lng-HDO19001188,rps_lng-HDO200265,2023-02-06,2023-02-21,Combined electrical and gas safety certificates,,,,528.0,0,0
Creditor,rps_lng-HDO180055,rps_lng-VAD21000019,rps_lng-HDO200265,2022-07-22,2022-07-22,Handyman works,,,,343.45,0,0
Creditor,rps_lng-HDO180055,rps_lng-JAM22000013,rps_lng-HDO200265,2022-05-23,2022-07-12,AC replacement,,,,3980.0,0,0
Creditor,rps_lng-HDO180055,rps_lng-HDO20001930,rps_lng-HDO200265,2022-03-04,2022-04-01,Air Conditioner Fault,,,,220.0,0,0
Tenancy,rps_lng-HDO180055,rps_lng-HDO19004377,rps_lng-HDO200265,2020-06-22,2020-07-23,possible water leak/downpipe issue,,,,0.0,0,0
Tenancy,rps_lng-HDO180055,rps_lng-HDO19001493,rps_lng-HDO200265,2020-06-19,2020-10-28,AC Services,,,,0.0,0,0
Tenancy,rps_lng-HDO180055,,rps_lng-RPT193274,2018-09-18,2019-02-15,Dishwaher,,,,0.0,0,0
Tenancy,rps_lng-HDO180055,rps_lng-HDO14000888,rps_lng-RPT193274,2018-09-01,2018-12-12,DEA-13979 - 71A Rowan - Kitchenmeals Dishwasher No,,,,220.0,0,0
Creditor,rps_lng-HDO180056,rps_lng-HDO19001340,rps_lng-HDO190107,2021-05-24,2021-06-09,Ensuite basin pipe & roof solar hot water system,,,,242.0,0,0
Tenancy,rps_lng-HDO180056,rps_lng-HDO19001340,rps_lng-HDO190107,2020-09-17,2020-10-28,Toilet Flush,,,,132.0,0,0
Tenancy,rps_lng-HDO180056,rps_lng-HDO14002395,rps_lng-HDO190107,2020-04-06,2020-06-04,oven door shattered,,,,0.0,0,0
Tenancy,rps_lng-HDO180056,,rps_lng-HDO190107,2020-02-06,2021-06-01,BUILDER - AHB cracks & mail box,,,,0.0,0,0
Tenancy,rps_lng-HDO180056,rps_lng-HDO19001340,rps_lng-HDO190107,2019-10-29,2019-11-01,Toilet seat broken,,,,178.2,0,0
Tenancy,rps_lng-HDO180056,rps_lng-DRE19000036,rps_lng-HDO190107,2019-07-16,2019-08-26,Bathrooom Crack Wall/Tile Joint,,,,0.0,0,0
Creditor,rps_lng-HDO180056,rps_lng-SAN22000052,rps_lng-HDO210698,2022-03-15,2022-03-15,Garage Door Repair,,,,220.0,0,0
Tenancy,rps_lng-HDO180056,rps_lng-VAD21000019,rps_lng-HDO210698,2022-02-08,2022-06-03,Hole in Wall From Door Handle,,,,0.0,0,0
Creditor,rps_lng-HDO180056,rps_lng-SAN21000139,rps_lng-HDO210698,2021-12-21,2021-12-21,Disassembled Door Repairs,,,,300.0,0,0
Tenancy,rps_lng-HDO180056,rps_lng-CHA19000037,rps_lng-HDO210698,2021-08-17,2021-08-20,Front Door Lock,,,,0.0,0,0
Creditor,rps_lng-HDO180056,rps_lng-CHA19000037,rps_lng-HDO210698,2021-07-05,2021-07-15,Garage door lock & window locks,,,,433.0,0,0
Tenancy,rps_lng-HDO180056,rps_lng-WES19000013,rps_lng-HDO210698,2021-06-21,2021-06-21,Once off clean and rubbish removal,,,,440.0,0,0
Creditor,rps_lng-HDO180056,rps_lng-VAD21000019,rps_lng-HDO210698,2021-06-10,2021-09-09,Electrical and Gas Safety,,,,602.8,0,0
Creditor,rps_lng-HDO190007,rps_lng-HDO19001188,rps_lng-HDO201019,2023-04-04,2023-06-28,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO190007,rps_lng-HDO18002052,rps_lng-HDO201019,2022-09-28,2022-09-28,Front Door Handle,,,,198.0,0,0
Tenancy,rps_lng-HDO190007,rps_lng-HDO19001078,rps_lng-HDO201019,2022-09-27,2022-09-27,Front Door Handle,,,,198.0,0,0
Creditor,rps_lng-HDO190007,rps_lng-SAN22000095,rps_lng-HDO201019,2022-07-05,2022-07-13,Power Point,,,,370.92,0,0
Creditor,rps_lng-HDO190009,rps_lng-DRE19000076,rps_lng-HDO200358,2023-06-22,2023-07-05,Heating & A/C Service Repairs,,,,495.0,0,0
Tenancy,rps_lng-HDO190009,rps_lng-HDO19001188,rps_lng-HDO200358,2023-04-04,2023-07-06,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO190009,rps_lng-SAN22000052,rps_lng-HDO200358,2022-07-05,2023-01-18,Garage Door Service,,,,660.0,0,0
Creditor,rps_lng-HDO190009,rps_lng-VAD21000019,rps_lng-HDO200358,2022-06-27,2022-07-13,Hot Water & Heating Issue,,,,277.0,0,0
Tenancy,rps_lng-HDO190009,rps_lng-JAM20000086,rps_lng-RPT191549,2020-06-15,2020-06-15,BOND CLAIM - garden & plugs,,,,0.0,0,0
Tenancy,rps_lng-HDO190009,rps_lng-HDO18002118,rps_lng-RPT191549,2020-06-12,2020-06-16,BOND CLAIM - cleaning,,,,0.0,0,0
Tenancy,rps_lng-HDO190009,rps_lng-HDO19001340,rps_lng-RPT191549,2020-01-23,2020-06-29,toilet flush buttons,,,,0.0,0,0
Tenancy,rps_lng-HDO190009,rps_lng-HDO19001493,rps_lng-RPT191549,2020-01-23,2020-01-01,Ducted heating and A/C,,,,0.0,0,0
Tenancy,rps_lng-HDO190038,,rps_lng-HDO190029,2020-09-29,2020-10-06,DW,,,,0.0,0,0
Tenancy,rps_lng-HDO190038,rps_lng-HDO19003293,rps_lng-HDO190029,2020-05-19,2020-06-10,2 toilets leaking & DW not working,,,,264.0,0,0
Tenancy,rps_lng-HDO190038,rps_lng-DRE19000036,rps_lng-HDO190029,2020-04-28,2020-05-25,ceiling painting,,,,654.5,0,0
Tenancy,rps_lng-HDO190038,rps_lng-DRE19000036,rps_lng-HDO190029,2020-02-21,2020-04-25,water damage to garage ceiling,,,,2486.0,0,0
Creditor,rps_lng-HDO190063,rps_lng-HDO19001188,rps_lng-HDO190387,2023-04-04,2023-04-04,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO190063,rps_lng-HDO22004214,rps_lng-HDO190387,2022-12-20,2022-12-20,Roof Inspection Report,,,,495.0,0,0
Creditor,rps_lng-HDO190063,rps_lng-SAN21000079,rps_lng-HDO190387,2021-10-29,2021-10-29,Water Leak and Roof Gutter Repairs,,,,1500.0,0,0
Tenancy,rps_lng-HDO190063,,rps_lng-HDO190387,2021-06-15,2021-07-20,Tiles on front pillars,,,,0.0,0,0
Creditor,rps_lng-HDO190063,rps_lng-CVA21001869,rps_lng-HDO190387,2021-05-14,2021-11-05,Broken flick mixer,,,,410.58,0,0
Creditor,rps_lng-HDO190063,rps_lng-DRE19000036,rps_lng-HDO190387,2021-05-14,2021-08-27,Tiles on front pillars,,,,4785.0,0,0
Tenancy,rps_lng-HDO190063,rps_lng-HDO08001910,rps_lng-HDO190387,2021-01-14,2021-01-14,Diamond Security Door,,,,385.0,0,0
Tenancy,rps_lng-HDO190063,rps_lng-HDO08001910,rps_lng-HDO190387,2020-10-27,2021-01-14,Broken Bind in lounge,,,,352.0,0,0
Tenancy,rps_lng-HDO190063,rps_lng-HDO19003293,rps_lng-HDO190387,2020-05-06,2020-06-11,Rectify garage flooding,,,,0.0,0,0
Tenancy,rps_lng-HDO190063,rps_lng-HDO19003293,rps_lng-HDO190387,2020-04-07,2020-04-30,Further garage flooding,,,,385.0,0,0
Tenancy,rps_lng-HDO190063,rps_lng-HDO20001123,rps_lng-HDO190387,2020-04-07,2020-07-13,Lounge room split sys,,,,0.0,0,0
Tenancy,rps_lng-HDO190063,rps_lng-HDO19003293,rps_lng-HDO190387,2020-03-05,2020-04-07,Garage Flooding,,,,220.0,0,0
Tenancy,rps_lng-HDO190063,rps_lng-DRE19000036,rps_lng-HDO190387,2019-09-10,2019-11-26,General Maintenance & Rectification,,,,5665.0,0,0
Tenancy,rps_lng-HDO190063,rps_lng-HDO19004505,rps_lng-HDO190387,2019-08-22,2019-08-22,Rekey/Barrel,,,,0.0,0,0
Tenancy,rps_lng-HDO190063,rps_lng-HDO19004359,rps_lng-HDO190387,2019-07-31,2019-08-22,Gerenal Maintenance & Investigation,,,,465.0,0,0
Tenancy,rps_lng-HDO190063,rps_lng-HDO19001873,rps_lng-HDO190387,2019-07-31,2019-08-15,A/C Leak repair,,,,0.0,0,0
Tenancy,rps_lng-HDO190063,rps_lng-HDO19003293,rps_lng-RPT190439,2019-07-24,2019-07-31,Roof Leak in Garage,,,,0.0,0,0
Creditor,rps_lng-HDO190067,rps_lng-HDO19003293,rps_lng-HDO221802,2023-02-23,2023-03-09,Blocked Toilet,,,,381.7,0,0
Creditor,rps_lng-HDO190067,rps_lng-DRE19000036,rps_lng-HDO221802,2023-02-23,2023-03-23,Lounge room blinds,,,,350.9,0,0
Creditor,rps_lng-HDO190067,rps_lng-HDO19001188,rps_lng-RPT190936,2022-12-16,2023-03-01,Electrical and Gas Safety,,,,528.0,0,0
Creditor,rps_lng-HDO190067,rps_lng-WES20000011,rps_lng-RPT190936,2022-12-15,2022-12-22,Gutter cleaning & Weeding,,,,286.0,0,0
Creditor,rps_lng-HDO190067,rps_lng-CVA21002500,rps_lng-RPT190936,2022-09-21,2022-09-21,Shower repair,,,,1298.0,0,0
Creditor,rps_lng-HDO190067,rps_lng-HDO19003293,rps_lng-RPT190936,2022-04-12,2022-06-03,Pressure Test Pipes,,,,429.0,0,0
Creditor,rps_lng-HDO190067,rps_lng-DRE19000036,rps_lng-RPT190936,2022-02-04,2022-04-13,Maintenance Quote,,,,962.5,0,0
Creditor,rps_lng-HDO190067,rps_lng-VAD21000019,rps_lng-RPT190936,2021-05-03,2021-08-11,Various maintenance,,,,176.0,0,0
Tenancy,rps_lng-HDO190067,rps_lng-DRE19000036,rps_lng-RPT190936,2020-09-16,2020-12-07,Shower door seal & door bell camera,,,,201.3,0,0
Tenancy,rps_lng-HDO190067,rps_lng-HDO19003293,rps_lng-RPT190936,2020-03-10,2020-03-13,Possible water leak,,,,154.0,0,0
Tenancy,rps_lng-HDO190067,rps_lng-HDO19002747,rps_lng-RPT190936,2019-05-13,2019-09-05,Trimming of shrubs,,,,0.0,0,0
Tenancy,rps_lng-HDO190067,rps_lng-HDO19001281,rps_lng-RPT190936,2019-01-11,2019-01-17,Repair sliding door,,,,160.0,0,0
Tenancy,rps_lng-HDO190075,,rps_lng-HDO200504,2020-07-26,2020-08-27,TV point,,,,0.0,0,0
Tenancy,rps_lng-HDO190075,rps_lng-DRE19000076,rps_lng-HDO211190,2023-05-03,2023-05-03,General Service of Bonaire Ducted System,,,,275.0,0,0
Creditor,rps_lng-HDO190075,rps_lng-DRE19000076,rps_lng-HDO211190,2023-04-28,2023-05-02,Ducted Heating Service,,,,275.0,0,0
Creditor,rps_lng-HDO190075,rps_lng-VAD21000019,rps_lng-HDO211190,2022-04-12,2022-10-14,Gas & Electrical Compliance,,,,0.0,0,0
Creditor,rps_lng-HDO190076,rps_lng-CHA19000037,rps_lng-RPT190899,2023-06-21,2023-06-28,Front Door Lock Repair,,,,357.99,0,0
Creditor,rps_lng-HDO190076,rps_lng-HDO19002574,rps_lng-RPT190899,2023-05-10,2023-06-30,Supply New Carpet  - Balance,,,,2515.0,0,0
Creditor,rps_lng-HDO190076,rps_lng-HDO19001188,rps_lng-RPT190899,2023-04-04,2023-07-10,Gas and Electrical Check,,,,528.0,0,0
Creditor,rps_lng-HDO190076,rps_lng-HDO22001674,rps_lng-RPT190899,2022-06-22,2022-06-27,Garage Door Service,,,,240.9,0,0
Creditor,rps_lng-HDO190076,rps_lng-HDO19002133,rps_lng-RPT190899,2020-11-13,2021-04-30,Overhanging tree branches,,,,429.0,0,0
Tenancy,rps_lng-HDO190076,rps_lng-HDO19002710,rps_lng-RPT190899,2019-05-13,2019-05-13,Nature strip restoration,,,,431.82,0,0
Tenancy,rps_lng-HDO190083,rps_lng-HDO19001188,rps_lng-RPT190145,2023-04-04,2023-06-07,Gas and Electrical Check,,,,528.0,0,0
